# Fiwo Root Dictionary — 1493 entries
# GENERATED from Canon/lexicon.json by Tools/build.py — do not edit by hand
#
# One entry per line, pipe-delimited, grouped by part of speech:
#   word | tier | English key | definition
#
# The English in column 3 is a LOOKUP KEY, not a translation. Fiwo roots do not map
# one-to-one onto English words — the definition in column 4 is the actual meaning, and it is often
# narrower, wider, or differently cut than the English key suggests.
# Read the definition before using a word. If no definition covers the concept you
# want, say so and build a Rule 36 compound; never stretch a key to fit.

=== Grammar — 88 entries ===
-a | tier 0 · grammar core | Biological Noun Derivation | Derives a biological noun, such as a living organism, plant, animal, or body part.
grijysu | tier 2 · extended | Quality | The standard or degree of excellence of something.
gu | tier 1 · core | Number. | This refers to an arithmetical value, expressed by a word, symbol, or figure, representing a particular quantity.
guipsu | tier 3 · long tail | Pride | A feeling of deep pleasure or satisfaction derived from one's own achievements, qualities, or possessions.
gylfu | tier 3 · long tail | Noun. | The grammatical word class denoting a person, place, thing, or concept, spanning the Biological (-a), Concrete (-o), and Abstract (-u) categories. A category-classification concept, following aziku (rule).
gypu | tier 2 · extended | Internet. | This refers to the global system of interconnected computer networks; a virtual location or network structure.
haku | tier 3 · long tail | Nostalgia / Homesickness | A sentimental longing or wistful affection for a period or place in the past. (Usage: Past- and place-directed. For longing toward a present but absent person or place, use fycisi (to miss).)
hautu | tier 2 · extended | Music. | This refers to the art of combining vocal or instrumental sounds to produce beauty of form, harmony, and expression of emotion.
hedcu | tier 2 · extended | Part / Member / Piece / Shard / Sherd | This refers to a piece, segment, or component of a whole object or system.
hisu | tier 1 · core | Name. | This identifies a word or set of words by which a person, animal, place, or thing is known.
hokeltu | tier 2 · extended | Income | Money regularly received from work or investment.
horulfu | tier 2 · extended | Jury | The citizens chosen to judge the facts of a case.
hupu | tier 3 · long tail | Center / Middle. | This refers to the point that is equally distant from every part of the circumference or ends of something.
hykuxu | tier 2 · extended | Exam / Test | A formal assessment of a person's knowledge, proficiency, or skills in a particular subject.
hyqu | tier 3 · long tail | Wisdom | The quality of having experience, knowledge, good judgment, and deep understanding of life.
ibalu | tier 2 · extended | Education | The abstract conceptual process of receiving or giving systematic instruction and acquiring knowledge.
ibitu | tier 2 · extended | Class | An abstract system of ordering society or categorizing items based on shared conceptual characteristics.
icejenu | tier 2 · extended | Period | A stretch of time with a beginning and an end.
idvu | tier 2 · extended | Mystery / Secret | Something that is difficult or impossible to understand, explain, or uncover.
ifuxu | tier 2 · extended | Trapped mid-risk | A risk easier to start than to stop; being astride it. Logical equivalent: Cimiu nailei. Sejiu muilei. (Starting is easy. Stopping is difficult.)
iku | tier 2 · extended | Law | A system of abstract rules created and enforced by an institution to regulate behavior and maintain order.
imsu | tier 3 · long tail | Standard / Criterion | A level of quality or attainment, or a rule/principle by which something is judged.
iqocu | tier 3 · long tail | Effect | The abstract conceptual change which is a direct mathematical result or consequence of a prior cause.
isamu | tier 2 · extended | Result | The abstract consequence, logical effect, or final mathematical outcome of a specific action or event.
iubu | tier 3 · long tail | Failure | The state or condition of not meeting a desirable goal or standard; the lack of success.
ivanu | tier 1 · core | North | This refers to the primary cardinal direction corresponding to the earth's northern magnetic pole or the upward orientation on a standard map.
ivortu | tier 1 · core | South | This refers to the cardinal direction directly opposite to the north.
izevufu | tier 2 · extended | Democracy | Government in which power rests with the people through voting.
jaru | tier 1 · core | Year. | The time it takes for a planet to complete one full revolution around its star; a period of time comprising 365 days.
javuqu | tier 3 · long tail | Infection / Contagion | The process of infecting or the state of being infected by a disease-causing organism.
jeflu | tier 2 · extended | Development | The abstract process of conceptual growth, systemic progression, or evolution over time.
jegetru | tier 2 · extended | Cancer | A disease of uncontrolled, harmful cell growth.
jeju | tier 3 · long tail | Glory | High renown, honor, or praise won by notable achievements or majestic beauty.
jobu | tier 1 · core | Job | An abstract conceptual role, task, or agreed-upon piece of work, especially one that is compensated.
jokuwu | tier 2 · extended | Vote / Election | A formal expression of choice or preference in an election or group decision.
jolkodu | tier 1 · core | Average / Mean | The central value found by summing quantities and dividing by their count.
jormu | tier 2 · extended | Case / Situation. | This refers to a set of circumstances or conditions in which one finds oneself; a state of affairs.
juku | tier 2 · extended | Shape / Form. | This refers to the external form, contours, or outline of someone or something.
junu | tier 2 · extended | Plan | A detailed conceptual proposal or abstract structural framework designed for achieving an objective.
jyhu | tier 2 · extended | Destiny / Fate | The events that will necessarily happen to a particular person or thing in the future, often pre-determined.
keamu | tier 2 · extended | Topic / Matter | This refers to the specific subject, theme, or abstract concept being actively discussed, processed, or considered.
kefuju | tier 2 · extended | Taking for granted | Treating a good as automatic or deserved, without gratitude or examination. Logical equivalent: Daq stelid cemup gawe. Daq nes xufukui. (He took the good thing. He is not grateful.)
kehulu | tier 1 · core | Family. | The social unit of individuals bound by kinship, marriage, or a shared household; the family as a collective structure. (Usage: Distinct from canpu (a broader community) and from named individual relatives such as nupa (parent), saqa (sibling), and jepa (offspring).)
kejaklu | tier 3 · long tail | Loneliness | The painful state of unwanted solitude or isolation; a felt condition of being alone, distinct from fycisi (to miss), which is directed at a specific absent entity.
kewu | tier 2 · extended | Luck / Fortune | Success or failure apparently brought by chance rather than one's own actions.
kicursu | tier 2 · extended | Dawn | The time of first light, when the sun begins to rise.
kimu | tier 2 · extended | Death | The abstract conceptual state representing the permanent end of a biological life or system's existence.
kixilku | tier 3 · long tail | Oath | A solemn, binding promise.
kompu | tier 3 · long tail | Match / Competition (Sporting Event) | An organized, time-bound contest or game between entities aiming to establish superiority or win based on a strict set of rules.
kukylu | tier 2 · extended | Profit | Money gained after all costs are subtracted.
kuvysu | tier 2 · extended | Police | The civil force that enforces law and order; officer = + a.
kynu | tier 2 · extended | Summer | The warmest season of the year, characterised by long days, high temperatures, and peak sunlight.
labuku | tier 2 · extended | No-retreat commitment | Deliberately destroying one's own way back so one must succeed. Logical equivalent: Daq skumkid vyziup. Daq xeski fuqe nu. (He destroyed the escape. He must win now.)
ladu | tier 1 · core | Idea | A single, newly formed thought, inspiration, or concept in the mind.
lalupu | tier 2 · extended | Evidence | The facts and objects presented to prove a claim in law.
libywu | tier 2 · extended | Charity | Voluntary giving to those in need; the practice of it.
liru | tier 2 · extended | Direction | This refers to the abstract spatial orientation, line, or course along which an entity moves, points, or faces.
lisibu | tier 2 · extended | Career / Cause / Major Undertaking | An abstract conceptual pursuit, a lifelong professional path, or a major dedicated undertaking. (Usage: Distinct from jobu, a standard day-to-day job.)
lozuxu | tier 2 · extended | Song / Melody | A short metrical composition intended or adapted for singing; a distinct piece of music.
luplelu | tier 3 · long tail | Echo | A sound that reflects off a surface and is heard again.
luvwitu | tier 2 · extended | University / Higher Education / College | A high-level conceptual institution of advanced academic learning, research, and degree qualification.
lynku | tier 3 · long tail | Ruin by overdoing | Destroying a complete thing by adding more to it. Logical equivalent: Cemup keaneid. Lantiup skumkid ram. (The thing was complete. The addition destroyed it.)
magustu | tier 3 · long tail | Magic | The abstract supernatural force or art by which impossible effects are willed into reality, outside the laws of nature.
mantu | tier 2 · extended | Amount / Quantity | The conceptual measurement, total volume, or numerical value of an entity or resource. (This is the noun form you would use to say The amount of water is high, where as wug is the grammar word used to ask What amount? / How much?).
maobu | tier 3 · long tail | Emotional Core | he abstract conceptual center of a person, often associated with deep intuition, morality, or emotional truth. (This is the conceptual understanding of the heart).
mavuru | tier 2 · extended | Double gain | One action solving two problems. Logical equivalent: Epiwu bime solfi biwu dewe. (One action solves two problems.)
mecubu | tier 3 · long tail | Narrow worldview | Believing one's small experience is the whole world. Logical equivalent: Daq nojaid cohe zol daq atilui tep daq kani late. (He saw little although he believes he knows all.)
melfu | tier 1 · core | Price / Cost | This refers to the amount of money expected, required, or given in payment for something.
merifu | tier 3 · long tail | Memory | The abstract conceptual faculty by which a mind or system stores, retains, and retrieves informational data.
miju | tier 2 · extended | Nature | The abstract inherent character, fundamental qualities, or conceptual essence of a thing.
miluvu | tier 2 · extended | Course | A structured series of lessons; a program of study.
mixupru | tier 2 · extended | Symptom | A bodily sign that indicates a disease (distinct from cacodu, the diagnosis).
moskufu | tier 2 · extended | Respect | Earned positive regard for a person's qualities or standing; a felt attitude, distinct from ezte (polite outward behavior), from suv (grammatical respectful address), and from truhu (awe, reverence mixed with fear).
motuwu | tier 3 · long tail | Grief | Deep, object-directed sorrow caused by the loss of a person or cherished entity, as through death or permanent departure. Stronger and more focused than goile (general sadness), and never self-caused like briku (regret).
mu | tier 2 · extended | Soul. | This refers to the immaterial essence, spiritual core, or animating force of a being, regarded as distinct from both the physical body and the intellectual mind.
musmu | tier 3 · long tail | Disguised blessing | A bad event that causes a good result. Logical equivalent: Cemup boke linid isamur gawe. (The bad thing caused a good result.)
muwyzu | tier 2 · extended | Campaign | An organized series of actions aimed at achieving a particular goal.
mydu | tier 2 · extended | Model | A conceptual framework or abstract mathematical representation used to simulate, describe, or predict a system.
naxu | tier 1 · core | Group / Cluster / Bunch | This refers to a number of people or things that are located, gathered, or classed together.
nembu | tier 3 · long tail | Congratulations / Praise | An expression of praise for an achievement or good wishes on a special occasion.
neuqu | tier 3 · long tail | Disgust | A feeling of revulsion or profound disapproval aroused by something unpleasant or offensive.
nicu | tier 3 · long tail | Debt | An obligation to pay or do something, typically financial, owed to another entity.
ninaltu | tier 2 · extended | Tax | A compulsory payment levied by government on income, goods, or activity.
noaju | tier 2 · extended | Role | The abstract conceptual function assumed or part played by a person or thing in a particular situation.
nodoglu | tier 2 · extended | Tip / Gratuity | Extra money given voluntarily for good service.
novu | tier 3 · long tail | Conspiracy | A secret plan by a group of people to do something unlawful, harmful, or deceitful.
nowuru | tier 2 · extended | Resource | An available asset or means — materials, people, or funds — drawn on to achieve something.
nu | tier 1 · core | Now. | Used for the present moment.
nudu | tier 1 · core | Today | This refers to the current day.
nuju | tier 2 · extended | Policy | A conceptual course or abstract principle of action adopted or proposed by a governing body or business.
nybu | tier 3 · long tail | Content / Substance | The abstract information, meaning, or subject matter contained within a document, speech, or medium.
nyltulu | tier 2 · extended | Parliament | The assembly that makes a nation's laws.
nyvumu | tier 3 · long tail | Sunrise | The daily event of the sun appearing above the horizon.
ocadu | tier 2 · extended | Science | The abstract systematic enterprise that builds and organizes knowledge in the form of testable, logical explanations.
ofxu | tier 2 · extended | Shame | A painful feeling of humiliation, distress, or dishonor caused by consciousness of wrong behavior.
ogiru | tier 2 · extended | Experience | The abstract knowledge, familiarity, or practical wisdom gained from observing or undergoing events.
okezu | tier 3 · long tail | Lie / Falsehood | An abstract statement deliberately intended to deceive or misrepresent reality.
olifu | tier 2 · extended | Research | The systematic, conceptual investigation into materials and sources to establish new facts.
ongu | tier 3 · long tail | Betrayal | The act of breaking trust, being disloyal, or working secretly against one's country, group, or a person.
onyfu | tier 3 · long tail | Inexplicable strangeness | Something so strange that no explanation can be named; stronger than gyke (weird). Logical equivalent: Ram gykei huhe. Nofa nes eksapli luge ram. (It is extremely weird. One cannot explain it.)
opubu | tier 3 · long tail | Cruelty to the fallen | Attacking someone already defeated. Logical equivalent: Nofap wafrid. Daq satsid dal. (The person lost. He still hit them.)
orku | tier 2 · extended | Score / Mark / Points | An abstract numerical quantity or value assigned to represent achievement, performance, or a result in a test or game.
osaju | tier 2 · extended | West | This refers to the cardinal direction corresponding to the point where the sun sets, oriented to the left when facing north.
ostu | tier 2 · extended | East | This refers to the cardinal direction corresponding to the point where the sun rises, oriented to the right when facing north.
osybu | tier 3 · long tail | Helpless resignation | The state of accepting a situation because nothing can be done about it (Mandarin wunai). Logical equivalent: Daq nes solfi luge jormup. Daq dzefi ram. (He cannot solve the situation. He accepts it.)
ouzu | tier 3 · long tail | Mercy | Compassion, pity, or forgiveness shown toward someone whom it is within one's power to punish or harm.
oxahu | tier 2 · extended | Project | An abstract conceptual plan of organized work, an enterprise, or a specific targeted undertaking.
paguku | tier 3 · long tail | Letting things unfold | Deliberately not interfering; letting events take their natural course. Logical equivalent: Daq dogi tep cemu je linuci. (He lets things happen.)
pamu | tier 2 · extended | Pain / suffering / Injury | This refers to physical suffering or discomfort; a distinct sensory experience of hurting or emotional suffering.
parawu | tier 2 · extended | Tradition / Custom | An abstract systemic belief, behavior, or cultural practice passed down continuously through generations.
parkucu | tier 2 · extended | Date | A specified day identified within the calendar.
paswu | tier 2 · extended | History | The abstract, continuous, and systematic record or study of past events.
paxu | tier 2 · extended | Pleasure / Enjoyment / Fun | The abstract sensory or conceptual experience of profound positive enjoyment, satisfaction, or physical gratification.
pedu | tier 2 · extended | Power / Influence. | This refers to the capacity or ability to direct or influence the behavior of others or the course of events.
perinatu | tier 3 · long tail | Revolution | A massive, abstract conceptual paradigm shift, or the forcible systemic overthrow of a government (govnu) or social order.
pesu | tier 2 · extended | Sound. | This refers to vibrations that travel through the air or another medium and can be heard when they reach a person's or animal's ear.
pizu | tier 3 · long tail | Guilt | The fact or state of having committed a specified or implied offense, crime, or moral wrong.
pogafu | tier 2 · extended | Peace | The abstract conceptual state of harmony, tranquility, and the complete mathematical absence of conflict.
potu | tier 2 · extended | Dot / Point | A conceptual point, a specific item/node on a list, or an abstract degree. (If you are referring to a physical, drawn dot on a piece of paper with ink, you would derive it into the concrete noun potuo).
pozmu | tier 2 · extended | Dream / Imagine | This refers to the abstract sequence of images, ideas, emotions, and sensations that occur involuntarily in the mind during sleep.
prifywu | tier 2 · extended | Fee | A charge required for a service or right.
profolu | tier 2 · extended | Database | An organized store of data that can be searched.
punkoku | tier 2 · extended | Trial | The formal examination of a legal case in court.
puru | tier 2 · extended | Curiosity | A strong desire to know, learn, or investigate something.
pyju | tier 2 · extended | Chaos / Disorder / Mess | A state of complete confusion, lack of order, or randomness.
rajedu | tier 1 · core | Friday | Friday; the fifth day of the week. Derived by compounding raje (five) and du (day).
rawetu | tier 2 · extended | Culture | The abstract social behavior, institutions, and conceptual norms transmitted across human societies.
reaku | tier 3 · long tail | Theory | An abstract conceptual framework or system of ideas intended to explain a specific phenomenon or justify a practice.
reduslu | tier 2 · extended | Style | A distinctive manner of doing, making, or expressing something.
relxu | tier 2 · extended | Relation / Relationship / Ties | The abstract conceptual connection, tie, or ongoing association between two or more entities, concepts, or people.
retadu | tier 1 · core | Week | This refers to a continuous time period consisting of seven days.
retedu | tier 1 · core | Sunday | Sunday; the seventh day of the week. Derived by compounding rete (seven) and du (day).
rinu | tier 3 · long tail | Wealth | The abstract economic concept of an abundance of valuable possessions, resources, or financial value.
roku | tier 2 · extended | Dark. | This defines the absence of light or the state of being without illumination.
rugoxu | tier 1 · core | Month | This refers to a period of time historically corresponding to a lunar cycle or a standard calendar division.
rumatru | tier 3 · long tail | Testimony | A witness's formal account of what they saw.
ryzusu | tier 2 · extended | Discount | A reduction from the normal price.
safunu | tier 2 · extended | Fashion | The prevailing style of dress or behavior at a given time; trends.
sismoru | tier 2 · extended | Access | The right or ability to enter, use, or reach something.
sitastu | tier 2 · extended | Source / Origin | The place or thing from which something comes or begins.
skoru | tier 1 · core | Market | The abstract conceptual arena or mathematical system of commercial dealings, trade, and economic exchange.
sluqedu | tier 1 · core | Saturday | Saturday; the sixth day of the week. Derived by compounding sluqe (six) and du (day).
smusu | tier 3 · long tail | Horse-to-water futility | The situation of enabling someone who cannot be compelled: you can give the means, but not the will. Logical equivalent: Suk nyrsi luge kabap zy dorsop bul suk nes lini luge tep kabap roli. (You can carry the horse to the water but you cannot make the horse drink.)
snasumu | tier 3 · long tail | Refund | Money returned because goods or services failed.
socu | tier 2 · extended | Society | The abstract structural system of human relationships, institutions, and shared culture existing together within a broad population. (Broader than canpu [Community], which implies a closer shared identity or local group).
soduju | tier 2 · extended | Population | The people inhabiting a particular place or region, considered as a body.
spelu | tier 2 · extended | Game | A conceptual structured form of play or a competitive abstract system strictly governed by rules.
spicupu | tier 2 · extended | Loyalty / Devotion | Steadfast allegiance and devotion to a person, group, or cause over time; the standing disposition whose single violation is ongu (betrayal). Includes filial devotion toward one's parents (孝).
spogubu | tier 3 · long tail | Allergy | An abnormal defensive reaction to a harmless substance.
spyfu | tier 2 · extended | Passive luck-waiting | Waiting for luck instead of working. Logical equivalent: Daq wastiq kewur. Daq nes naciq. (He is waiting for luck. He is not working.)
stepu | tier 2 · extended | Story | A structured conceptual narrative or abstract account of imaginary or real events.
stibuxu | tier 2 · extended | Prescription | A doctor's written authorization for medicine.
stramu | tier 2 · extended | Team / Squad | An abstract social grouping of individuals assembled specifically for cooperative work, a sport, or a shared task.
swucu | tier 3 · long tail | Relief | The positive release felt when a feared or anticipated bad outcome fails to occur; the resolving counterpart of kuri (fear) and juhi (worry).
synaru | tier 2 · extended | Condition / Prerequisite / requirement | An abstract requirement, prerequisite, or stipulation that must be met.
sysu | tier 1 · core | Boredom | The state of feeling weary, restless, or uninterested due to lack of activity or stimulation.
tafedu | tier 1 · core | Wednesday | Wednesday; the third day of the week. Derived by compounding tafe (three) and du (day).
tagudu | tier 2 · extended | Bad bargain / Not worth it | A gain that does not cover its loss. Logical equivalent: Xeskiup landei jete taly wafriup. (The gain is smaller than the loss.)
taicu | tier 2 · extended | Party / Festival | A conceptual social gathering or a political faction organized for a specific shared purpose.
taju | tier 3 · long tail | Envy / Jealousy | A feeling of discontented or resentful longing aroused by someone else's possessions, qualities, or luck.
tequ | tier 2 · extended | Moment | A highly specific, brief abstract conceptual point or period in the flow of time.
timufu | tier 3 · long tail | Dusk | The time of fading light after sunset.
tosuru | tier 3 · long tail | Hardship endurance | Willing, virtuous endurance of hardship — active, unlike ixovi (endure passively; Mandarin chi ku). Logical equivalent: Daq dzefi pamup. Daq xygaji. (He accepts the pain. He continues.)
toxu | tier 2 · extended | Psychology / Mentality | The abstract study, concept, or collective state of the mind and its cognitive processes.
triruzu | tier 3 · long tail | Frustration | Agitation arising from a blocked goal or thwarted effort. The obstacle, rather than a moral wrong, distinguishes it from tsake (anger).
truhu | tier 2 · extended | Awe / Wonder | A feeling of reverential respect mixed with fear or wonder.
tsotu | tier 3 · long tail | Contentment. | This refers to a state of happiness and satisfaction.
tujyru | tier 3 · long tail | Bribe | A secret payment made to corrupt someone's judgment.
tusu | tier 2 · extended | Winter | The coldest season of the year, characterised by short days, low temperatures, and dormant vegetation.
tytuju | tier 2 · extended | Unit | A single standard quantity, or a distinct grouped whole.
udzidu | tier 3 · long tail | Appearance | The abstract conceptual state, outward visual presentation, or visible aspect of how an entity looks and is perceived by an observer.
ufnu | tier 3 · long tail | Conflict | A serious disagreement, argument, or clash between opposing forces, ideas, or entities.
ugvu | tier 3 · long tail | Ambition | A strong desire to do, achieve, or accomplish something great, typically requiring determination.
uibu | tier 2 · extended | Risk | A situation involving exposure to danger, harm, or loss.
ukwolu | tier 2 · extended | Embarrassment | A feeling of self-consciousness, shame, or awkwardness.
ultu | tier 3 · long tail | Context | The circumstances, background, or setting that form the environment for an event, statement, or idea.
uqu | tier 2 · extended | Sign / Symbol | An abstract mark, gesture, or object that represents an idea, sound, word, or command.
urfu | tier 3 · long tail | Signal | A gesture, action, or sound that is used to convey information, instructions, or commands.
uxku | tier 2 · extended | Success | The abstract accomplishment of an aim, purpose, or favorable outcome.
vajuzu | tier 3 · long tail | Counterproductive haste | Hurrying that destroys the thing being grown. Logical equivalent: Buxeup skumki moriup. (The impatience destroys the growth.)
valu | tier 2 · extended | Opportunity / Chance | An abstract set of circumstances or a specific moment in time that makes it possible to do something favorable.
vamursu | tier 3 · long tail | Eclipse | The event of one celestial body hiding another from view.
veponku | tier 1 · core | Surprise | The emotional response to a sudden, unexpected (odaze) event. Neutral in valence — it may be positive or negative — unlike truhu (awe), which is reverential.
vexu | tier 2 · extended | Weather | The abstract conceptual state and overarching condition of the atmosphere at a specific place and time.
vivu | tier 1 · core | Evening | The abstract period of time at the end of the day, strictly occurring between late afternoon (fohu) and full night (dugu).
vofu | tier 2 · extended | Spring | The season of renewal following winter, characterised by warming temperatures, lengthening days, and the growth of new vegetation.
vucilfu | tier 2 · extended | Duty | What a person is morally or legally required to do.
vuperpu | tier 3 · long tail | Tribe | A social group united by kinship, custom, and territory.
vywu | tier 2 · extended | Rhythm / Beat | A strong, regular, repeated pattern of movement or sound.
webutu | tier 2 · extended | Military / Armed forces | The organized armed forces of a nation.
wecdu | tier 1 · core | Yesterday | This refers to the previous day that has elapsed.
wedacu | tier 2 · extended | Past | The abstract temporal realm encompassing all time and recorded events that have already elapsed.
wefuhu | tier 2 · extended | Climate | The long-term pattern of weather in a region.
wegu | tier 3 · long tail | Angle. | The space between two intersecting lines; specific geometric properties.
wigakru | tier 2 · extended | Trust | Confident reliance on a person's future conduct or honesty; interpersonal and agent-directed, unlike ednu (faith in a doctrine or the divine). The standing attitude whose violation is ongu (betrayal).
witu | tier 1 · core | Color. | This refers to the property possessed by an object of producing different sensations on the eye as a result of the way it reflects or emits light.
wokutu | tier 3 · long tail | Relational fate | The destined affinity that brings particular people together — interpersonal, unlike jyhu (general destiny; Mandarin yuanfen). Logical equivalent: Jyhup lini tep nofa je karxi dal je. (Destiny causes people to find each other.)
woru | tier 2 · extended | Area / Region / District | A defined conceptual, political, or geographic division of space, land, or territory. (Usage: Distinct from the physical dirt/ground itself, zaso.)
wuflu | tier 3 · long tail | Self-deception | Tricking oneself; hiding a truth from oneself. Logical equivalent: Daq caqui daq wible. (He tricks his own self.)
xeku | tier 2 · extended | Country / Nation | This refers to a nation with its own government, occupying a particular territory.
xepytu | tier 2 · extended | Right / Entitlement | A moral or legal entitlement to have or obtain something, or to act in a certain way without interference.
xinadzu | tier 2 · extended | Conference | A formal meeting or gathering for discussion, typically with an agenda.
xiseslu | tier 2 · extended | Race | A competition to determine who is fastest over a set course.
xistu | tier 3 · long tail | Contradiction / Self-contradiction | Statements that do not agree with each other, especially one's own. Logical equivalent: Gesiu je daqe nes dzefi. (His statements do not agree.)
xixu | tier 2 · extended | Humor / Joke | The quality of being amusing, comic, or funny, especially as expressed in speech or action.
xowu | tier 2 · extended | Show / Performance | An organized cultural, artistic, or demonstrative event presented specifically for an audience to observe.
xu | tier 2 · extended | Type / Kind / Sort. | A category of entities having some common characteristics that distinguish them from others.
xucu | tier 2 · extended | Voice | The distinct sound produced by a person's vocal cords, used in speaking, singing, or communicating.
xufuku | tier 3 · long tail | Gratitude / Thankfulness | The abstract feeling of being thankful and showing appreciation.
ywurdu | tier 2 · extended | Crime / Offense | An action or omission that constitutes a severe offense punishable by law.
zalmu | tier 2 · extended | Politics / Governance | The abstract activities, affairs, and systemic processes associated with making decisions within groups, particularly regarding the distribution of power and resources in a government (govnu).
zapu | tier 2 · extended | System | An organized conceptual framework or set of interacting principles forming a complex whole.
zenu | tier 2 · extended | Care | The abstract conceptual provision of what is necessary for the health, welfare, or protection of an entity.
zepuklu | tier 3 · long tail | Sunset | The daily event of the sun sinking below the horizon.
zezuru | tier 2 · extended | Version | One specific form or edition of something that exists in successive or parallel variants.
zitsugu | tier 2 · extended | Council | A body of people who meet to decide or advise.
zosu | tier 2 · extended | Autumn / Fall | The season between summer and winter, characterised by cooling temperatures, shortening days, and the shedding of leaves.
zowumpu | tier 2 · extended | Inflation | A general, ongoing rise in prices across an economy.
zupokru | tier 2 · extended | Capital | Financial assets or wealth available for use in producing more wealth.
zusabru | tier 2 · extended | Surgery | A medical operation that cuts into the body to repair it.
zuslefu | tier 3 · long tail | Algorithm | A precise step-by-step procedure for solving a problem.
zuwu | tier 2 · extended | Way / Manner. | This refers to a method, style, or custom of doing something.

=== Modifier — 255 entries ===
abeze | tier 2 · extended | So / To that extent / In that way | A comparative modifier used to indicate that something reaches a specifically referenced degree, extent, or manner (e.g., Why are you so angry?).
acle | tier 3 · long tail | Generous | Showing a readiness to give more of something (like time, care, or wealth) than is expected.
adriswe | tier 3 · long tail | Diagonal | Running at a slant, joining opposite corners rather than following the vertical or horizontal.
ahze | tier 3 · long tail | Almost / Nearly. | This word indicates that something is very close to a specific state, quantity, or degree, but is not completely there yet.
aite | tier 3 · long tail | Smelly / Stinky | Emitting a strong, unpleasant, or foul odor.
amce | tier 1 · core | Never | At no time; not ever.
amute | tier 1 · core | Early | This word describes an event or state happening before the usual, expected, or planned time.
anaze | tier 3 · long tail | Basic / Fundamental / Foundational | Describes an abstract concept, rule, or structural element that serves as the deep, necessary foundation or core basis from which other things develop.
anote | tier 1 · core | Late | This word describes an event or state happening after the usual, expected, or planned time.
aofe | tier 3 · long tail | Satiated / Full (of food) | Fully satisfied after eating; no longer hungry.
apre | tier 3 · long tail | Normal / Typical | Conforming to a standard; usual, typical, or expected.
aqe | tier 2 · extended | Male. | Pertaining to the biological sex that typically produces the mobile gametes (sperm), or relating to masculine characteristics.
arife | tier 1 · core | (Should / Recommended) | Highly recommended, socially expected, or logically advisable, but not strictly obligatory.
arke | tier 3 · long tail | Pregnant | Having a child or young developing in the uterus.
ase | tier 2 · extended | Female. | Pertaining to the biological sex that typically produces the larger gametes (ova), or relating to feminine characteristics.
avge | tier 3 · long tail | Rotten / Decayed | No longer fresh or pleasant; spoiled, decomposed, or organic matter that has broken down.
babse | tier 1 · core | Hungry | This describes a biological state of discomfort or weakness caused by a lack of food, coupled with a strong desire to eat.
baude | tier 1 · core | Beautiful | This word describes a state possessing physical or conceptual qualities that give immense, positive aesthetic pleasure to the senses.
beje | tier 3 · long tail | Slightly / A little | A relative degree modifier indicating a small, minor, or low amount of a trait, state, or action.
bife | tier 1 · core | (Allowed / Permitted) | Explicitly permitted or allowed.
bime | tier 1 · core | One | This refers to the lowest cardinal number, representing a single unit or entity.
boke | tier 1 · core | Bad. | Regarded as subjectively negative or unfavorable.
botaxe | tier 3 · long tail | Stupid / Foolish | This describes an entity possessing a low mental capacity, or lacking logic, reasoning, and good judgment.
buxe | tier 3 · long tail | Impatient | Showing a tendency to be quickly irritated or provoked by delays, obstacles, or opposition.
byceve | tier 2 · extended | Each | Every one of a group considered individually, one by one.
cape | tier 1 · core | Black / Dark. | This word describes the very darkest color, resulting from the absence or complete absorption of light.
cele | tier 3 · long tail | Private / Personal | Belonging to or for the use of one particular person or group only; not public.
ciafe | tier 2 · extended | Already | This describes an action or state that has been fully completed or achieved prior to a specific point in time.
cige | tier 3 · long tail | Foreign | Belonging to, coming from, or characteristic of another country, language, or society.
cohe | tier 1 · core | Few / Little. | This word describes a small number or amount of something.
compe | tier 3 · long tail | Common / Popular | This word describes something occurring, found, or done frequently; highly prevalent in the environment.
cuje | tier 1 · core | Some / An indefinite amount | Describes an indefinite, non-zero quantity or subset of an entity. Mathematically, it asserts that a quantity exists (strictly greater than zero) but explicitly leaves the exact number undefined, stripping away any subjective judgment of whether it is few or many.
cunte | tier 2 · extended | Current | This word describes a state or object belonging strictly to the present timeframe; happening or being actively used right now.
cutwe | tier 2 · extended | Ready | This word describes an entity in a fully prepared and suitable state to immediately begin an action or activity.
dale | tier 1 · core | His / Hers / Its (Animate Neutral) | Strictly belonging to or associated with a person or animal where gender is unspecified or irrelevant.
daqe | tier 1 · core | His (Male) | Strictly belonging to or associated with a specific male person or animal.
dase | tier 1 · core | Hers (Female) | Strictly belonging to or associated with a specific female person or animal.
dewe | tier 1 · core | Two / Couple | This refers to the cardinal number that is the sum of one and one.
dide | tier 1 · core | (Certain / Definitely) / Sure | Mathematically or logically guaranteed to happen.
dote | tier 1 · core | Strong. | This word describes something having the power to move heavy weights or perform other physically demanding tasks.
drabe | tier 1 · core | One hundred | This refers to the cardinal number equivalent to ten times ten.
dupe | tier 3 · long tail | Deep | This describes an entity extending far down from the top surface or having a great internal vertical dimension.
ebxe | tier 3 · long tail | Cruel | Willfully causing pain, distress, or suffering to others, or feeling no concern for it.
ecme | tier 3 · long tail | Humble / Modest | Having or showing a modest estimate of one's own importance.
efade | tier 3 · long tail | Hardworking | This describes an entity consistently applying a high degree of energy, focus, and dedication to a task.
